recall_number,language,title,parts_available,codes,heures,bulletin_url,lettre_url,statut,lettre_urls,bulletin_file,lettre_file,lettre_files,owner_letter_count,owner_letter_1,owner_letter_1_remedy,owner_letter_2,owner_letter_2_remedy,owner_letter_3,owner_letter_3_remedy,owner_letter_4,owner_letter_4_remedy,owner_letter_5,owner_letter_5_remedy
25SC4,EN-US,Certain 2020-2026 Model Year Escape and 2021-2026 Corsair Plug-in Hybrid Electric Vehicles (PHEV) – High Voltage Battery Cell Internal Short Circuit,no,,,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111481/25SC4-A-S2__Advance__Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111689/25SC4-A-S2_No_Repair_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109230/UPDATED_25SC4-A-S1_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111689/25SC4-A-S2_No_Repair_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25SC4\EN_US\bulletin_25SC4-A-S2__Advance__Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25SC4\EN_US\lettre_2_25SC4-A-S2_No_Repair_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25SC4\EN_US\lettre_1_UPDATED_25SC4-A-S1_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\25SC4\EN_US\lettre_2_25SC4-A-S2_No_Repair_Owner_Letter.pdf,2,no,"Parts and software are not available. Ford is working to provide parts and software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge.",no,"Parts and software are not available. Ford is working to provide parts and software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge.",,,,,,
26C10,EN-US,Certain 2021-2027 Model Year Multiple Vehicle Lines Equipped with a Trailer Module (TRM) -Trailer Module Reprogramming,yes,26C10B / 26C10C,"0,3h / 0,3h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110800/26C10-S1__Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110724/26C10_Repair_Available_Owner_R_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110721/26C10_OTA_Remedy_Succesful_Owner_R_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110722/26C10_Software_Update_Owner_R_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110723/26C10_No_Repair_Owner_R_letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110724/26C10_Repair_Available_Owner_R_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\bulletin_26C10-S1__Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\lettre_4_26C10_Repair_Available_Owner_R_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\lettre_1_26C10_OTA_Remedy_Succesful_Owner_R_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\lettre_2_26C10_Software_Update_Owner_R_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\lettre_3_26C10_No_Repair_Owner_R_letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26C10\EN_US\lettre_4_26C10_Repair_Available_Owner_R_Letter.pdf,4,yes,"No further action is required to remedy this recall. Your vehicle is now operating with the most up-to-date software to address this safety recall, and Ford recorded that the remedy for your vehicle’s recall has been completed.",yes,"Software is available to repair your vehicle. Ford has released software for 26C10. Your vehicle is capable of receiving Ford Software Updates. When Automatic Updates are turned ON (standard from the factory), the software will be downloaded to your vehicle over a private wi-fi network or through your vehicle’s cellular network modem. The software installation will happen after the download. Note: Refer to ford.ca/support or lincolncanada.com/support for further information on your Ford or Lincoln Software Updates system. Should the software fail to load or install properly, Ford has authorized your dealer to install 26C10 software free of charge under the terms of this program.",no,"Software is not available. Ford is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available in Q2 2026.",yes,Software is available to repair your vehicle. Ford has authorized your dealer to reprogram your vehicle’s TRM free of charge.,,
26S09,EN-US,Certain 2021-2024 Model Year Edge and 2021-2026 Bronco Vehicles -Infotainment Screen Blank,yes,26S09B / 26S09C,"0,9h / 0,3h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/112749/26S09-S2__Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110893/26S09-S1_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110601/26S09_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110893/26S09-S1_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S09\EN_US\bulletin_26S09-S2__Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S09\EN_US\lettre_2_26S09-S1_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S09\EN_US\lettre_1_26S09_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26S09\EN_US\lettre_2_26S09-S1_Repair_Available_Owner_Letter.pdf,2,no,"Software is not available. Ford is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available for 2021-2024 Edge, and 2021-2024 Bronco in June 2026.",yes,"Software is available to repair your vehicle. Your vehicle is capable of Ford Software Updates and can be updated automatically, or you can visit your dealer for the software installation. When Automatic Updates are turned ON (standard from the factory), the software will be downloaded to your vehicle over a private wi-fi network or through your vehicle’s modem through the cellular network. The software installation will happen after the download. The installation may take up to 30 minutes. Note: Refer to ford.ca/support for further information on your Ford Software Updates system. Should the software fail to load or install properly, Ford has authorized your dealer to install 26S09 software free of charge under the terms of this program.",,,,,,
26S12,EN-US,Certain 2026-2027 Model Year Econoline Vehicles Equipped with Exterior Sounder (Backup Alarm) -Hardshell Connector Replacement,yes,26S12B,"0,4h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109621/26S12_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109780/26S12_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109780/26S12_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S12\EN_US\bulletin_26S12_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S12\EN_US\lettre_1_26S12_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S12\EN_US\lettre_1_26S12_Repair_Available_Owner_Letter.pdf,1,yes,Parts are available to repair your vehicle. Ford has authorized your dealer to repair the wiring connection at the exterior sounder (backup alarm) free of charge.,,,,,,,,
26S13,EN-US,Certain 2025-2026 Model Year F-250 - F-350 Vehicles Equipped with Aluminum Rear Driveshaft - Rear Driveshaft Inspection,yes,26S13A / 26S13B / 26S13ZZ,"0,3h / 0,5h / 0,2h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110420/26S13_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110461/26S13_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109735/26S13_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110461/26S13_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S13\EN_US\bulletin_26S13_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S13\EN_US\lettre_2_26S13_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S13\EN_US\lettre_1_26S13_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26S13\EN_US\lettre_2_26S13_Repair_Available_Owner_Letter.pdf,2,no,"Parts are not available. Ford is working to provide parts for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available by March 30, 2026.",yes,"Parts are available to repair your vehicle. Following an initial inspection, your dealer will coordinate ordering the parts needed to complete your repair. Ford has authorized your dealer to inspect and if necessary, replace the rear driveshaft free of charge.",,,,,,
26C12,EN-US,Certain 2025-2026 Model Year Explorer Platinum Vehicles -Adaptive Front Lighting Update,yes,26C12B,"0,3h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109782/26C12_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109932/26C12_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/109932/26C12_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C12\EN_US\bulletin_26C12_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C12\EN_US\lettre_1_26C12_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C12\EN_US\lettre_1_26C12_Repair_Available_Owner_Letter.pdf,1,yes,"Software is available to repair your vehicle. Ford has released software for 26C12. Your vehicle is capable of Ford Software Updates. When Automatic Updates are turned ON (standard from the factory), the software will be downloaded to your vehicle over a private wi-fi network or through your vehicle’s modem through the cellular network. Before the software installs you will have to schedule a day and time when you will not need the vehicle for up to 30 minutes while the installation completes. Note: Refer to ford.ca/support for further information on your Ford Software Updates system. Should the software fail to load or install properly, Ford has authorized your dealer to install 26C12 software free of charge under the terms of this program.",,,,,,,,
26C18,EN-US,"Certain 2020-2026 Model Year Aviator, Explorer, and Police Interceptor Utility Vehicles -Second Row Left-Hand and Right-Hand Seat Belt Retractor Floor Bolt Inspection",yes,26C18A / 26C18B,"0,3h / 0,3h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110432/26C18_R_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110204/26C18_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110204/26C18_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C18\EN_US\bulletin_26C18_R_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C18\EN_US\lettre_1_26C18_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C18\EN_US\lettre_1_26C18_Repair_Available_Owner_Letter.pdf,1,yes,"Parts are available to repair your vehicle. Ford has authorized your dealer to inspect, torque and/or install the left-hand and/or right-hand second row seat belt retractor floor bolts free of charge.",,,,,,,,
26S22,EN-US,Certain 2026 Model Year Explorer and Aviator Vehicles -Instrument Panel Fastener Inspection and Repair,yes,MT26S22B / MT26S22C,"2,0h / 2,0h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110710/26S22_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110849/26S22_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110849/26S22_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S22\EN_US\bulletin_26S22_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S22\EN_US\lettre_1_26S22_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S22\EN_US\lettre_1_26S22_Repair_Available_Owner_Letter.pdf,1,yes,Parts are available to repair your vehicle. Ford has authorized your dealer to inspect and resecure the affected instrument panel fasteners free of charge.,,,,,,,,
26S23,EN-US,Certain 2026 Model Year Explorer and Mustang Vehicles with a 2.3L EcoBoost Engine -Cylinder Inspection,yes,26S23A / 26S23B / 26S23C / 26S23D / 26S23E / 26S23ZZ,"1,7h / 1,7h / 0,6h / 0,6h / 0,2h / 0,2h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110615/26S23_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111439/26S23_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111439/26S23_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S23\EN_US\bulletin_26S23_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S23\EN_US\lettre_1_26S23_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S23\EN_US\lettre_1_26S23_Repair_Available_Owner_Letter.pdf,1,yes,"Parts are available to repair your vehicle. Ford has authorized your dealer to inspect your vehicle’s engine for evidence of mis-installed/missing clips. If found, the engine long block assembly will be replaced free of charge.",,,,,,,,
26C19,EN-US,Certain 2025-2026 Model Year Maverick and Bronco Sport Vehicles -Occupant Classification Sensor Replacement,no,,,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110517/26C19_Advance_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110719/26C19_No_Repair_Owner_letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/110719/26C19_No_Repair_Owner_letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C19\EN_US\bulletin_26C19_Advance_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C19\EN_US\lettre_1_26C19_No_Repair_Owner_letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26C19\EN_US\lettre_1_26C19_No_Repair_Owner_letter.pdf,1,no,"Parts are not available. Ford is working to provide parts for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available November 2026.",,,,,,,,
26S29,EN-US,Certain 2024-2026 Model Year Ranger Vehicles -A-Pillar Wiring Inspection and BCM Update,no,26S29B / 26S29SV,"0,3h / 0,2h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/112893/26S29_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/113047/26S29_Remedy_Available_No_Parts_Phase_1_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111865/26S29_2024_Ranger_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111866/26S29_2025_Ranger_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111867/26S29_2026_Ranger_No_Repair_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/113047/26S29_Remedy_Available_No_Parts_Phase_1_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\bulletin_26S29_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\lettre_4_26S29_Remedy_Available_No_Parts_Phase_1_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\lettre_1_26S29_2024_Ranger_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\lettre_2_26S29_2025_Ranger_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\lettre_3_26S29_2026_Ranger_No_Repair_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\26S29\EN_US\lettre_4_26S29_Remedy_Available_No_Parts_Phase_1_Owner_Letter.pdf,4,no,"A remedy is not yet available. Ford is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available by August 2026.",no,"A remedy is not yet available. Ford is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available by June 2026.",no,"A remedy is not yet available. Ford is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available by July 2026.",no,"A remedy is available. Software is available to repair your vehicle. Ford has authorized your dealer to reprogram the Body Control Module (BCM) free of charge. If B14AA is present, parts are currently unavailable. Dealers may offer affected customers a rental vehicle until replacement parts become available. We will send you a second notice by mail as soon as the replacement parts are available. That notice will instruct you to contact an authorized dealer to schedule an appointment to have the repair done free of charge.",,
26S30,EN-US,Certain 2024-2026 Model Year Bronco and Ranger Vehicles -Front Seat Height-Adjust Pivot Bolt and Link Inspection,yes,26S30A / 26S30BB / 26S30MM / 26S30ZZ,"0,9h / 0,9h / 0,5h / 0,2h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/111823/26S30__Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/112379/26S30_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/112379/26S30_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S30\EN_US\bulletin_26S30__Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S30\EN_US\lettre_1_26S30_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\26S30\EN_US\lettre_1_26S30_Repair_Available_Owner_Letter.pdf,1,yes,"A remedy is available. Ford has authorized your dealer to inspect both front seat frame height-adjust pivot bolts for proper torque. If found to be loose, your dealer will replace the seat frame height-adjust pivot bolts and links free of charge.",,,,,,,,
24S42,EN-US,Certain 2025 Model Year F-650/750 Medium Duty Truck -Steering Tie-Rod Assembly Inspection,yes,24S42A / 24S42B / 24S42C,"0,3h / 0,9h / 1,6h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/90332/24S42-S1_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/90583/24S42-S1__Repair_Avail_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/88182/24S42_Interim_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/90583/24S42-S1__Repair_Avail_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24S42\EN_US\bulletin_24S42-S1_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24S42\EN_US\lettre_2_24S42-S1__Repair_Avail_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24S42\EN_US\lettre_1_24S42_Interim_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\24S42\EN_US\lettre_2_24S42-S1__Repair_Avail_Owner_Letter.pdf,2,no,Ford has authorized your dealer to perform an inspection of the steering tie-rod assembly and to determine if additional repairs will be necessary free of charge (parts and labour).,yes,Parts are now available to repair your vehicle. Ford has authorized your dealer to inspect the tie-rods and replace the assembly if needed free of charge (parts and labour).,,,,,,
24C34,EN-US,Certain 2025 Model Year Lincoln Aviator and Ford Explorer Vehicles Accessory Protocol Interface Module Software Update - Loss of Rear-View Camera Image,yes,24C34C / MT24C34RR / MT24C34D,"1,6h / jusqu'à 6h / jusqu'à 3h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94918/24C34_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94920/24C34_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/91708/24C34_No_Repair_Owner_letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94920/24C34_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24C34\EN_US\bulletin_24C34_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24C34\EN_US\lettre_2_24C34_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\24C34\EN_US\lettre_1_24C34_No_Repair_Owner_letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\24C34\EN_US\lettre_2_24C34_Repair_Available_Owner_Letter.pdf,2,no,"Software is not available. Ford Motor Company is working to provide software for this repair. When the remedy becomes available, Ford will notify you via mail to schedule a service appointment with your dealer for repairs to be completed free of charge. The remedy is anticipated to be available 1st Quarter 2025.",yes,Software is now available to repair your vehicle. Ford has authorized your dealer to update the Accessory Protocol Interface Module (APIM) module software free of charge.,,,,,,
25S03,EN-US,Certain 2025 Model Year Aviator and Explorer Vehicles -Transmission Cross Member Bolt Torque,yes,25S03A / 25S03B / 25S03C,"0,3h / 0,4h / 0,5h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/92978/25S03-S1_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/92408/25S03_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/92408/25S03_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S03\EN_US\bulletin_25S03-S1_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S03\EN_US\lettre_1_25S03_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S03\EN_US\lettre_1_25S03_Owner_Letter.pdf,1,yes,Parts are available to repair your vehicle. Ford has authorized your dealer to inspect and replace the transmission cross-member bolts free of charge (parts and labor) if necessary.,,,,,,,,
25C08,EN-US,Certain 2025 Model Year Escape Vehicles -Rear View Camera Image Inspection,yes,25C08A / 25C08B / 25C08MM,"0,2h / 0,4h / 0,5h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94668/25C08_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94722/25C08_Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/94722/25C08_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25C08\EN_US\bulletin_25C08_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25C08\EN_US\lettre_1_25C08_Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25C08\EN_US\lettre_1_25C08_Repair_Available_Owner_Letter.pdf,1,yes,"Parts are now available to repair your vehicle. Ford has authorized your dealer to inspect and if required, replace your rear view camera free of charge.",,,,,,,,
25S19,EN-US,"Certain 2024-2025 Model Year Bronco ,Aviator, Explorer, F-150, Mustang, and Ranger Vehicles -Transmission Main Control Valve Body Replacement",yes,MT25S19B / MT25S19C / MT25S19D / MT25S19E / MT25S19F / MT25S19G,"2,6h / 2,3h / 2,6h / 4,6h / 3,1h / 2,5h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/95484/25S19__Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/95412/25S19_F-150_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/95411/25S19_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/95412/25S19_F-150_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S19\EN_US\bulletin_25S19__Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S19\EN_US\lettre_2_25S19_F-150_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S19\EN_US\lettre_1_25S19_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\25S19\EN_US\lettre_2_25S19_F-150_Owner_Letter.pdf,2,yes,Parts are now available to repair your vehicle. Ford has authorized your dealer to replace the main control valve body free of charge.,yes,Parts are now available to repair your vehicle. Ford has authorized your dealer to replace the main control valve body free of charge.,,,,,,
25S20,EN-US,Certain 2025 Model Year Super Duty Vehicles -Steering Column Inspection,yes,25S20A / 25S20B / 25S20MM / 25S20ZZ,"0,3h / 1,6h / 0,5h / 0,2h",https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/102638/25S20-S3_Full_Dealer_Bulletin.pdf,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/102935/25S20_S3-Repair_Available_Owner_Letter.pdf,Solution available,https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/96034/25S20_Owner_Letter.pdf | https://www.fordtechservice.dealerconnection.com/vdirsnet/applicationservices/file/download/102935/25S20_S3-Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S20\EN_US\bulletin_25S20-S3_Full_Dealer_Bulletin.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S20\EN_US\lettre_2_25S20_S3-Repair_Available_Owner_Letter.pdf,E:\work\leadgeneration\Ford_ai_recalls\downloads\25S20\EN_US\lettre_1_25S20_Owner_Letter.pdf | E:\work\leadgeneration\Ford_ai_recalls\downloads\25S20\EN_US\lettre_2_25S20_S3-Repair_Available_Owner_Letter.pdf,2,yes,Parts are now available to repair your vehicle. Ford has authorized your dealer to replace the steering column assembly free of charge.,yes,"Parts are now available to repair your vehicle. Ford has authorized your dealer to inspect the steering column and replace the assembly if needed, free of charge.",,,,,,
